Confirmed,State,County Name,Special Id,Production,Control Area Released,Search filter,Table Sort Filter,Control Zone Release,"County, State",Incident Site Name,ip_control_zone_ps,Production Type Name,Species Name,Birds Affected,Flock Herd Inventory
3/26/2022 12:00:00 AM,Missouri,Gentry,Gentry 01,WOAH Non-Poultry,11-Apr-22,True,Confirmation Date,4/11/2022 12:00:00 AM,"Gentry, Missouri",Missouri,True,WOAH Non-Poultry,Poultry,140,140
10/25/2023 12:00:00 AM,Minnesota,Pine,Pine 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Pine, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,30,30
1/10/2024 12:00:00 AM,Maine,York,York 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"York, Maine",Maine,False,WOAH Non-Poultry,Chicken,60,60
1/8/2026 12:00:00 AM,California,Stanislaus,Stanislaus 19,WOAH Non-Poultry,NA,True,Confirmation Date,,"Stanislaus, California",California,False,WOAH Non-Poultry,Chicken,70,70
2/21/2025 12:00:00 AM,Ohio,Mercer,Mercer 44,WOAH Poultry,29-Mar-25,True,Confirmation Date,3/29/2025 12:00:00 AM,"Mercer, Ohio",Ohio,True,WOAH Poultry,Chicken,"55,900",55900
1/23/2025 12:00:00 AM,Ohio,Darke,Darke 13,Commercial Table Egg Pullets,15-Feb-25,True,Confirmation Date,2/15/2025 12:00:00 AM,"Darke, Ohio",Ohio,True,Commercial Table Egg Pullets,Chicken,"349,200",349200
11/16/2022 12:00:00 AM,Florida,Hillsborough,Hillsborough 02,WOAH Non-Poultry,05-Dec-22,True,Confirmation Date,12/5/2022 12:00:00 AM,"Hillsborough, Florida",Florida,True,WOAH Non-Poultry,Chicken,100,100
7/28/2023 12:00:00 AM,New York,Kings,Kings 04,Live Bird Market,NA,True,Confirmation Date,,"Kings, New York",New York,False,Live Bird Market,Chicken,490,490
11/1/2022 12:00:00 AM,Montana,Granite,Granite 01,WOAH Poultry,13-Nov-22,True,Confirmation Date,11/13/2022 12:00:00 AM,"Granite, Montana",Montana,True,WOAH Poultry,Poultry,40,40
10/24/2025 12:00:00 AM,Pennsylvania,Lancaster,Lancaster 47,WOAH Poultry,14-Nov-25,True,Confirmation Date,11/14/2025 12:00:00 AM,"Lancaster, Pennsylvania",Pennsylvania,True,WOAH Poultry,Chicken,"45,900",45900
4/26/2022 12:00:00 AM,Montana,Missoula,Missoula 01,WOAH Non-Poultry,02-Jun-22,True,Confirmation Date,6/2/2022 12:00:00 AM,"Missoula, Montana",Montana,True,WOAH Non-Poultry,Poultry,70,70
4/11/2025 12:00:00 AM,New York,Queens,Queens 15,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,240,240
2/11/2026 12:00:00 AM,Colorado,Weld,Weld 19,WOAH Non-Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,40,40
2/26/2026 12:00:00 AM,Iowa,Van Buren,Van Buren 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Van Buren, Iowa",Iowa,False,WOAH Non-Poultry,Chicken,50,50
2/25/2026 12:00:00 AM,New Jersey,Ocean,Ocean 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Ocean, New Jersey",New Jersey,False,WOAH Non-Poultry,Chicken,40,40
3/2/2026 12:00:00 AM,Colorado,Weld,Weld 22,WOAH Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Poultry,Chicken,70,70
5/9/2024 12:00:00 AM,California,San Francisco,San Francisco 01,Live Bird Market,NA,True,Confirmation Date,,"San Francisco, California",California,False,Live Bird Market,Chicken,700,700
2/8/2024 12:00:00 AM,Florida,Miami-dade,Miami-Dade 02,Live Bird Market,NA,True,Confirmation Date,,"Miami-dade, Florida",Florida,False,Live Bird Market,Chicken,"1,500",1500
4/15/2024 12:00:00 AM,Florida,Miami-dade,Miami-Dade 03,Live Bird Market,NA,True,Confirmation Date,,"Miami-dade, Florida",Florida,False,Live Bird Market,Chicken,90,90
8/20/2024 12:00:00 AM,Florida,Hillsborough,Hillsborough 05,Live Bird Market,NA,True,Confirmation Date,,"Hillsborough, Florida",Florida,False,Live Bird Market,Chicken,880,880
9/18/2024 12:00:00 AM,Florida,Orange,Orange 01,Live Bird Market,NA,True,Confirmation Date,,"Orange, Florida",Florida,False,Live Bird Market,Chicken,"2,500",2500
3/12/2025 12:00:00 AM,New Jersey,Hudson,Hudson 01,Live Bird Market,NA,True,Confirmation Date,,"Hudson, New Jersey",New Jersey,False,Live Bird Market,Chicken,370,370
3/12/2025 12:00:00 AM,New Jersey,Mercer,Mercer 01,Live Bird Market,NA,True,Confirmation Date,,"Mercer, New Jersey",New Jersey,False,Live Bird Market,Chicken,370,370
5/12/2025 12:00:00 AM,New Jersey,Essex,Essex 01,Live Bird Market,NA,True,Confirmation Date,,"Essex, New Jersey",New Jersey,False,Live Bird Market,Chicken,"1,400",1400
7/25/2023 12:00:00 AM,New York,Kings,Kings 03,Live Bird Market,NA,True,Confirmation Date,,"Kings, New York",New York,False,Live Bird Market,Chicken,570,570
2/4/2025 12:00:00 AM,New York,Queens,Queens 04,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,420,420
2/5/2025 12:00:00 AM,New York,Kings,Kings 06,Live Bird Market,NA,True,Confirmation Date,,"Kings, New York",New York,False,Live Bird Market,Chicken,0,0
2/5/2025 12:00:00 AM,New York,Queens,Queens 05,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,520,520
2/6/2025 12:00:00 AM,New York,Bronx,Bronx 03,Live Bird Market,NA,True,Confirmation Date,,"Bronx, New York",New York,False,Live Bird Market,Chicken,0,0
2/6/2025 12:00:00 AM,New York,Queens,Queens 06,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,200,200
3/3/2025 12:00:00 AM,New York,Queens,Queens 07,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,0,0
3/6/2025 12:00:00 AM,New York,Kings,Kings 07,Live Bird Market,NA,True,Confirmation Date,,"Kings, New York",New York,False,Live Bird Market,Chicken,70,70
3/27/2025 12:00:00 AM,New York,Queens,Queens 11,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,270,270
4/2/2025 12:00:00 AM,New York,Queens,Queens 12,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,40,40
4/8/2025 12:00:00 AM,New York,Queens,Queens 14,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,0,0
4/24/2025 12:00:00 AM,New York,Queens,Queens 18,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,0,0
12/15/2025 12:00:00 AM,New York,Queens,Queens 19,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,350,350
12/23/2025 12:00:00 AM,New York,Kings,Kings 09,Live Bird Market,NA,True,Confirmation Date,,"Kings, New York",New York,False,Live Bird Market,Chicken,320,320
1/2/2026 12:00:00 AM,New York,Queens,Queens 20,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,160,160
2/6/2026 12:00:00 AM,New York,Kings,Kings 11,Live Bird Market,NA,True,Confirmation Date,,"Kings, New York",New York,False,Live Bird Market,Chicken,"1,100",1100
11/25/2022 12:00:00 AM,Alaska,Matanuska Susitna,Matanuska-Susitna 05,WOAH Non-Poultry,NA,True,Confirmation Date,,"Matanuska Susitna, Alaska",Alaska,False,WOAH Non-Poultry,Chicken,40,40
10/28/2023 12:00:00 AM,Alaska,Matanuska Susitna,Matanuska-Susitna 06,WOAH Non-Poultry,NA,True,Confirmation Date,,"Matanuska Susitna, Alaska",Alaska,False,WOAH Non-Poultry,Chicken,30,30
10/28/2023 12:00:00 AM,Alaska,Matanuska Susitna,Matanuska-Susitna 07,WOAH Non-Poultry,NA,True,Confirmation Date,,"Matanuska Susitna, Alaska",Alaska,False,WOAH Non-Poultry,Chicken,50,50
12/9/2024 12:00:00 AM,Arkansas,Lafayette,Lafayette 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Lafayette, Arkansas",Arkansas,False,WOAH Non-Poultry,Chicken,40,40
12/12/2024 12:00:00 AM,Arkansas,Craighead,Craighead 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Craighead, Arkansas",Arkansas,False,WOAH Non-Poultry,Chicken,10,10
12/12/2024 12:00:00 AM,Arkansas,Pope,Pope 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Pope, Arkansas",Arkansas,False,WOAH Non-Poultry,Chicken,40,40
11/24/2025 12:00:00 AM,Arkansas,Prairie,Prairie 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Prairie, Arkansas",Arkansas,False,WOAH Non-Poultry,Chicken,40,40
12/19/2025 12:00:00 AM,Arkansas,White,White 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"White, Arkansas",Arkansas,False,WOAH Non-Poultry,Chicken,50,50
12/16/2022 12:00:00 AM,California,Butte,Butte 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Butte, California",California,False,WOAH Non-Poultry,Chicken,20,20
12/19/2022 12:00:00 AM,California,Mendocino,Mendocino 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Mendocino, California",California,False,WOAH Non-Poultry,Chicken,20,20
1/9/2023 12:00:00 AM,California,San Joaquin,San Joaquin 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"San Joaquin, California",California,False,WOAH Non-Poultry,Chicken,10,10
1/9/2023 12:00:00 AM,California,Sonoma,Sonoma 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Sonoma, California",California,False,WOAH Non-Poultry,Chicken,6,6
2/6/2023 12:00:00 AM,California,San Joaquin,San Joaquin 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"San Joaquin, California",California,False,WOAH Non-Poultry,Chicken,8,8
11/12/2024 12:00:00 AM,California,Tulare,Tulare 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"Tulare, California",California,False,WOAH Non-Poultry,Chicken,120,120
11/21/2024 12:00:00 AM,California,Madera,Madera 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Madera, California",California,False,WOAH Non-Poultry,Chicken,10,10
12/31/2024 12:00:00 AM,California,Butte,Butte 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Butte, California",California,False,WOAH Non-Poultry,Chicken,70,70
1/23/2025 12:00:00 AM,California,Yolo,Yolo 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Yolo, California",California,False,WOAH Non-Poultry,Chicken,6,6
11/10/2025 12:00:00 AM,California,El Dorado,El Dorado 05,WOAH Non-Poultry,NA,True,Confirmation Date,,"El Dorado, California",California,False,WOAH Non-Poultry,Chicken,10,10
12/18/2025 12:00:00 AM,California,Placer,Placer 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Placer, California",California,False,WOAH Non-Poultry,Chicken,610,610
1/6/2023 12:00:00 AM,Colorado,Weld,Weld 08,WOAH Non-Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,40,40
1/20/2023 12:00:00 AM,Colorado,Larimer,Larimer 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Larimer, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,70,70
3/24/2023 12:00:00 AM,Colorado,Arapahoe,Arapahoe 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Arapahoe, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,10,10
4/12/2023 12:00:00 AM,Colorado,Pueblo,Pueblo 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Pueblo, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,30,30
4/17/2023 12:00:00 AM,Colorado,Moffat,Moffat 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Moffat, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,80,80
11/13/2023 12:00:00 AM,Colorado,Montrose,Montrose 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Montrose, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,50,50
12/13/2023 12:00:00 AM,Colorado,Weld,Weld 10,WOAH Non-Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,30,30
6/27/2024 12:00:00 AM,Colorado,Morgan,Morgan 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Morgan, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,40,40
11/14/2024 12:00:00 AM,Colorado,Weld,Weld 14,WOAH Non-Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,80,80
12/10/2024 12:00:00 AM,Colorado,La Plata,La Plata 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"La Plata, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,20,20
3/10/2025 12:00:00 AM,Colorado,Weld,Weld 17,WOAH Non-Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,20,20
1/8/2026 12:00:00 AM,Colorado,Larimer,Larimer 07,WOAH Non-Poultry,NA,True,Confirmation Date,,"Larimer, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,20,20
2/13/2025 12:00:00 AM,Delaware,Sussex,Sussex 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Sussex, Delaware",Delaware,False,WOAH Non-Poultry,Chicken,30,30
11/16/2023 12:00:00 AM,Florida,Duval,Duval 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Duval, Florida",Florida,False,WOAH Non-Poultry,Chicken,50,50
1/26/2024 12:00:00 AM,Florida,De Soto,DeSoto 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"De Soto, Florida",Florida,False,WOAH Non-Poultry,Chicken,660,660
7/24/2024 12:00:00 AM,Florida,Hendry,Hendry 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Hendry, Florida",Florida,False,WOAH Non-Poultry,Chicken,5,5
1/30/2025 12:00:00 AM,Florida,Broward,Broward 07,WOAH Non-Poultry,NA,True,Confirmation Date,,"Broward, Florida",Florida,False,WOAH Non-Poultry,Chicken,70,70
2/21/2025 12:00:00 AM,Florida,Broward,Broward 08,WOAH Non-Poultry,NA,True,Confirmation Date,,"Broward, Florida",Florida,False,WOAH Non-Poultry,Chicken,10,10
3/25/2025 12:00:00 AM,Florida,Miami-dade,Miami-Dade 10,WOAH Non-Poultry,NA,True,Confirmation Date,,"Miami-dade, Florida",Florida,False,WOAH Non-Poultry,Chicken,4,4
12/23/2025 12:00:00 AM,Florida,Volusia,Volusia 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Volusia, Florida",Florida,False,WOAH Non-Poultry,Chicken,40,40
11/13/2023 12:00:00 AM,Idaho,Bonneville,Bonneville 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Bonneville, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,50,50
2/8/2024 12:00:00 AM,Idaho,Owyhee,Owyhee 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Owyhee, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,9,9
7/11/2024 12:00:00 AM,Idaho,Twin Falls,Twin Falls 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Twin Falls, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,30,30
1/9/2025 12:00:00 AM,Idaho,Canyon,Canyon 18,WOAH Non-Poultry,NA,True,Confirmation Date,,"Canyon, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,50,50
12/21/2022 12:00:00 AM,Illinois,St. Clair,St. Clair 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"St. Clair, Illinois",Illinois,False,WOAH Non-Poultry,Chicken,60,60
3/4/2025 12:00:00 AM,Illinois,Will,Will 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Will, Illinois",Illinois,False,WOAH Non-Poultry,Chicken,50,50
12/18/2025 12:00:00 AM,Illinois,Jefferson,Jefferson 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Jefferson, Illinois",Illinois,False,WOAH Non-Poultry,Chicken,50,50
12/23/2025 12:00:00 AM,Illinois,Knox,Knox 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Knox, Illinois",Illinois,False,WOAH Non-Poultry,Chicken,60,60
2/23/2024 12:00:00 AM,Indiana,Allen,Allen 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"Allen, Indiana",Indiana,False,WOAH Non-Poultry,Chicken,50,50
3/10/2025 12:00:00 AM,Indiana,Montgomery,Montgomery 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Montgomery, Indiana",Indiana,False,WOAH Non-Poultry,Chicken,20,20
5/2/2025 12:00:00 AM,Indiana,Porter,Porter 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Porter, Indiana",Indiana,False,WOAH Non-Poultry,Chicken,400,400
11/6/2025 12:00:00 AM,Indiana,Johnson,Johnson 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Johnson, Indiana",Indiana,False,WOAH Non-Poultry,Chicken,10,10
12/18/2025 12:00:00 AM,Indiana,Ohio,Ohio 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Ohio, Indiana",Indiana,False,WOAH Non-Poultry,Chicken,20,20
3/15/2023 12:00:00 AM,Iowa,Chickasaw,Chickasaw 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Chickasaw, Iowa",Iowa,False,WOAH Non-Poultry,Chicken,50,50
12/20/2023 12:00:00 AM,Iowa,Mahaska,Mahaska 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Mahaska, Iowa",Iowa,False,WOAH Non-Poultry,Chicken,30,30
12/31/2025 12:00:00 AM,Iowa,Dallas,Dallas 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Dallas, Iowa",Iowa,False,WOAH Non-Poultry,Chicken,20,20
2/13/2023 12:00:00 AM,Kansas,Doniphan,Doniphan 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Doniphan, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,30,30
4/10/2023 12:00:00 AM,Kansas,Mitchell,Mitchell 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"Mitchell, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,30,30
12/5/2023 12:00:00 AM,Kansas,Shawnee,Shawnee 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Shawnee, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,70,70
12/8/2023 12:00:00 AM,Kansas,Barton,Barton 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Barton, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,30,30
12/3/2024 12:00:00 AM,Kansas,Douglas,Douglas 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Douglas, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,100,100
12/20/2024 12:00:00 AM,Kansas,Sedgwick,Sedgwick 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Sedgwick, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,30,30
12/26/2024 12:00:00 AM,Kansas,Phillips,Phillips 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Phillips, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,10,10
12/27/2024 12:00:00 AM,Kansas,Anderson,Anderson 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Anderson, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,40,40
1/13/2025 12:00:00 AM,Kansas,Phillips,Phillips 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Phillips, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,60,60
2/4/2025 12:00:00 AM,Kansas,Harvey,Harvey 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Harvey, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,50,50
3/7/2025 12:00:00 AM,Kansas,Russell,Russell 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Russell, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,20,20
3/20/2025 12:00:00 AM,Kansas,Reno,Reno 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Reno, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,50,50
12/23/2025 12:00:00 AM,Kansas,Jewell,Jewell 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Jewell, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,80,80
1/6/2026 12:00:00 AM,Kansas,Greenwood,Greenwood 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Greenwood, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,70,70
1/9/2026 12:00:00 AM,Kentucky,Clinton,Clinton 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Clinton, Kentucky",Kentucky,False,WOAH Non-Poultry,Chicken,120,120
12/14/2024 12:00:00 AM,Louisiana,Bossier,Bossier 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Bossier, Louisiana",Louisiana,False,WOAH Non-Poultry,Chicken,40,40
2/7/2025 12:00:00 AM,Louisiana,Calcasieu,Calcasieu 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Calcasieu, Louisiana",Louisiana,False,WOAH Non-Poultry,Chicken,10,10
11/21/2022 12:00:00 AM,Maine,Washington,Washington 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Washington, Maine",Maine,False,WOAH Non-Poultry,Chicken,90,90
2/6/2023 12:00:00 AM,Maine,Kennebec,Kennebec 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Kennebec, Maine",Maine,False,WOAH Non-Poultry,Chicken,40,40
1/25/2024 12:00:00 AM,Maine,Kennebec,Kennebec 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Kennebec, Maine",Maine,False,WOAH Non-Poultry,Chicken,40,40
2/6/2026 12:00:00 AM,Maine,York,York 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"York, Maine",Maine,False,WOAH Non-Poultry,Chicken,30,30
1/31/2025 12:00:00 AM,Maryland,Montgomery,Montgomery 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Montgomery, Maryland",Maryland,False,WOAH Non-Poultry,Chicken,10,10
2/6/2024 12:00:00 AM,Massachusetts,Essex,Essex 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Essex, Massachusetts",Massachusetts,False,WOAH Non-Poultry,Chicken,20,20
1/24/2025 12:00:00 AM,Massachusetts,Plymouth,Plymouth 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Plymouth, Massachusetts",Massachusetts,False,WOAH Non-Poultry,Chicken,30,30
3/14/2023 12:00:00 AM,Michigan,Eaton,Eaton 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Eaton, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,20,20
11/15/2023 12:00:00 AM,Michigan,Cass,Cass 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Cass, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,20,20
1/16/2025 12:00:00 AM,Michigan,Wayne,Wayne 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Wayne, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,120,120
2/4/2025 12:00:00 AM,Michigan,Alpena,Alpena 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Alpena, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,8,8
2/13/2025 12:00:00 AM,Michigan,Monroe,Monroe 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Monroe, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,30,30
2/25/2025 12:00:00 AM,Michigan,Monroe,Monroe 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Monroe, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,10,10
1/30/2026 12:00:00 AM,Michigan,Ottawa,Ottawa 16,WOAH Non-Poultry,NA,True,Confirmation Date,,"Ottawa, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,50,50
5/11/2023 12:00:00 AM,Minnesota,Nobles,Nobles 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Nobles, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,100,100
11/24/2023 12:00:00 AM,Minnesota,Freeborn,Freeborn 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Freeborn, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,8,8
12/15/2023 12:00:00 AM,Minnesota,Waseca,Waseca 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"Waseca, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,90,90
2/27/2024 12:00:00 AM,Minnesota,Stevens,Stevens 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Stevens, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,20,20
10/9/2025 12:00:00 AM,Minnesota,Todd,Todd 12,WOAH Non-Poultry,NA,True,Confirmation Date,,"Todd, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,80,80
10/21/2025 12:00:00 AM,Minnesota,Washington,Washington 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Washington, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,140,140
12/15/2025 12:00:00 AM,Minnesota,Nicollet,Nicollet 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Nicollet, Minnesota",Minnesota,False,WOAH Non-Poultry,Chicken,90,90
12/1/2022 12:00:00 AM,Missouri,Jackson,Jackson 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Jackson, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,30,30
12/6/2022 12:00:00 AM,Missouri,Harrison,Harrison 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Harrison, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,30,30
3/16/2023 12:00:00 AM,Missouri,Maries,Maries 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Maries, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,10,10
12/10/2024 12:00:00 AM,Missouri,Cedar,Cedar 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Cedar, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,20,20
12/24/2024 12:00:00 AM,Missouri,Cass,Cass 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Cass, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,60,60
12/24/2024 12:00:00 AM,Missouri,Dade,Dade 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Dade, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,90,90
12/27/2024 12:00:00 AM,Missouri,Pemiscot,Pemiscot 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Pemiscot, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,70,70
1/8/2025 12:00:00 AM,Missouri,Perry,Perry 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Perry, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,20,20
12/16/2022 12:00:00 AM,Montana,Flathead,Flathead 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Flathead, Montana",Montana,False,WOAH Non-Poultry,Chicken,0,0
1/10/2023 12:00:00 AM,Montana,Cascade,Cascade 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Cascade, Montana",Montana,False,WOAH Non-Poultry,Chicken,10,10
11/14/2023 12:00:00 AM,Montana,Missoula,Missoula 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Missoula, Montana",Montana,False,WOAH Non-Poultry,Chicken,4,4
